P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.77,1.64,1.09,1.78,1.71,35.00393,35.00394,35.00394,619.7,619.7,619.7,660.8,660.8,660.8,5.2,-22.13,3.11,21.85,0.152,0,0.15,0,0.98,0.88,5841,0.808731,-0.115,,,,19.3819,37.2527,-30.6,3.0857,2,0,0.672,1.581,-2.14,-0.15,-0.4,0.31,0.31,0,0
Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,25.16,2.46,1.68,4.14,3.2,7.346944,7.346945,7.346946,419.4,419.4,419.4,469.5,469.5,469.5,42.3,-21.32,4.68,47.33,0.242,0,0.24,0,0.84,0.79,5265,0.430266,-0.11,,,,19.498,37.5678,-28.9,1.7398,2,0,0.507,1.213,-1.75,-0.11,1.29,0.31,0.38,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.73,1.86,1.2,2.24,2.04,264.3264,264.3264,264.3265,1027.3,1027.3,1027.3,1070.8,1070.8,1070.8,9.3,-24.61,3.53,6.85,0.069,0,0.07,0,1.03,1.1,5835,1.258458,-0.311,,,,19.3674,41.2448,-32.8,8.5036,4,0,0.839,1.974,-2.36,-0.14,-0.5,0.29,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,26.25,2.49,1.71,4.25,3.25,22.59512,22.59513,22.59513,555.5,555.5,555.5,605.7,605.7,605.7,44.8,-22.56,4.73,43.13,0.236,0,0.24,0,1.03,1.1,5835,1.258458,-0.311,,,,19.3674,41.2448,-30.1,2.4841,4,0,0.839,1.974,-2.06,-0.11,0.94,0.31,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,25.7,2.48,1.69,4.19,3.22,226.4819,226.4819,226.482,988.3,988.3,988.3,1038.5,1038.5,1038.5,43.6,-25.07,4.71,6.62,0.071,0,0.07,0,0.99,1.03,5885,1.141695,0.106,,,,19.6323,44.1669,-32.6,7.7369,2,0,0.797,1.872,-2.35,-0.11,0.25,0.3,0.24,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.95,1.98,1.28,2.53,2.24,67.55927,67.55928,67.5593,730.4,730.4,730.4,775.3,775.3,775.3,12.7,-23.26,3.77,3.35,0.037,0,0.04,0,0.56,0.56,4258,0.092489,0.028,,,,19.9887,47.1575,-31.3,8.0724,3,0,0.245,0.612,-2.13,-0.13,-0.13,0.32,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,13.26,2.13,1.38,2.93,2.5,25.69129,25.69129,25.6913,573.6,573.6,573.6,620,620,620,18.2,-22.36,4.04,6.88,0.06,0,0.06,0,0.56,0.56,4258,0.092489,0.028,,,,19.9887,47.1575,-30.3,4.9754,3,0,0.245,0.612,-2.01,-0.13,0.29,0.33,0.3,0,0
Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,17.55,2.27,1.49,3.39,2.78,3.899842,3.899842,3.899843,358,358,358,406,406,406,26.2,-20.45,4.32,28.46,0.154,0,0.15,0,0.56,0.56,4258,0.092489,0.028,,,,19.9887,47.1575,-28.2,1.938,3,0,0.245,0.612,-1.5,-0.12,1.11,0.35,0.5,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,25.16,2.46,1.68,4.14,3.2,259.7197,259.7197,259.7197,1022.8,1022.8,1022.8,1072.8,1072.8,1072.8,42.3,-25.21,4.68,5.33,0.061,0,0.06,0,0.98,0.96,5847,0.966417,0.02,,,,19.3477,41.776,-32.8,8.3944,2,0,0.735,1.728,-2.36,-0.11,0.2,0.3,0.24,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.4,1.69,1.12,1.89,1.79,147.2972,147.2972,147.2972,887.6,887.6,887.6,929.2,929.2,929.2,6,-23.77,3.21,8.13,0.081,0,0.08,0,0.98,0.96,5847,0.966417,0.02,,,,19.3477,41.776,-32.2,6.3192,2,0,0.735,1.728,-2.32,-0.15,-0.57,0.29,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.4,2,1.29,2.59,2.28,226.3206,226.3206,226.3206,988.2,988.2,988.2,1033.3,1033.3,1033.3,13.4,-24.61,3.81,11.48,0.107,0,0.11,0,1.24,1.46,6067,2.591145,-0.151,,,,18.8133,44.4223,-32.6,7.2765,2,0,1.187,2.777,-2.36,-0.13,-0.33,0.3,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.4,1.77,1.16,2.05,1.9,79.97359,79.97359,79.97361,761.9,761.9,761.9,804.4,804.4,804.4,7.4,-23.2,3.36,25.26,0.18,0,0.18,0,1.22,1.46,6067,2.591145,-0.151,,,,18.8133,44.4223,-31.5,4.3236,2,0,1.187,2.777,-2.27,-0.14,-0.4,0.3,0.28,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.58,0.88,0.84,0.74,0.81,206.2974,206.2974,206.2975,965.5,965.5,965.5,996.5,996.5,996.5,0.5,-22.72,1.68,5.22,0.056,0,0.06,0,0.86,0.88,5524,0.646949,-0.951,,,,18.8669,44.2842,-32.5,8.3819,2,0,0.613,1.454,-2.32,-0.18,-1.23,0.28,0.3,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.86,1,0.87,0.86,0.93,128.3373,128.3374,128.3374,857.5,857.5,857.5,890.2,890.2,890.2,0.7,-22.46,1.89,7.41,0.071,0,0.07,0,0.87,0.88,5524,0.646949,-0.951,,,,18.8669,44.2842,-32,6.6088,2,0,0.613,1.454,-2.29,-0.17,-1.12,0.28,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.97,1.43,1.01,1.44,1.44,423.0662,423.0662,423.0663,1155.4,1155.4,1155.4,1194.1,1194.1,1194.1,3,-24.56,2.72,2.97,0.038,0,0.04,0,0.79,0.93,5297,0.610908,-0.161,,,,19.9418,47.5938,-33.3,13.0707,3,0,0.603,1.442,-2.35,-0.16,-0.91,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.72,1.79,1.17,2.09,1.94,164.1783,164.1783,164.1784,912,912,912,954.8,954.8,954.8,7.8,-24.01,3.41,6.06,0.061,0,0.06,0,0.79,0.93,5297,0.610908,-0.161,,,,19.9418,47.5938,-32.3,8.1316,3,0,0.603,1.442,-2.29,-0.14,-0.49,0.3,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,16.81,2.25,1.47,3.32,2.73,73.7722,73.77221,73.77221,746.7,746.7,746.7,794.4,794.4,794.4,24.8,-23.64,4.28,10.94,0.091,0,0.09,0,0.79,0.93,5297,0.610908,-0.161,,,,19.9418,47.5938,-31.4,5.4483,3,0,0.603,1.442,-2.22,-0.12,0.2,0.31,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.49,1.5,1.03,1.55,1.53,430.7797,430.7798,430.7799,1160.7,1160.7,1160.7,1200.2,1200.2,1200.2,3.6,-24.68,2.85,2.94,0.037,0,0.04,0,0.78,0.81,5626,0.589738,-0.478,,,,19.4201,47.6978,-33.3,11.6868,2,0,0.582,1.376,-2.37,-0.15,-0.86,0.28,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.95,1.98,1.28,2.53,2.24,110.6657,110.6657,110.6657,826.3,826.3,826.3,871.2,871.2,871.2,12.7,-23.8,3.77,8.01,0.073,0,0.07,0,0.81,0.81,5626,0.589738,-0.478,,,,19.4201,47.6978,-31.9,5.9158,2,0,0.582,1.376,-2.28,-0.13,-0.22,0.3,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.78,1.53,1.05,1.61,1.57,118.0705,118.0705,118.0705,839.8,839.8,839.8,879.7,879.7,879.7,4,-23.31,2.92,11.63,0.101,0,0.1,0,1.02,1.01,6023,1.204437,-0.188,,,,19.5282,38.4773,-31.9,5.3311,2,0,0.811,1.9,-2.3,-0.15,-0.68,0.29,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.38,1.84,1.19,2.19,2,28.94168,28.94168,28.94169,590.9,590.9,590.9,634.2,634.2,634.2,8.8,-22.17,3.49,33.2,0.204,0,0.2,0,1.03,1.01,6023,1.204437,-0.188,,,,19.5282,38.4773,-30.4,2.6387,2,0,0.811,1.9,-2.12,-0.14,-0.14,0.32,0.31,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,19.94,2.34,1.55,3.64,2.92,256.9971,256.9971,256.9972,1020.1,1020.1,1020.1,1068.8,1068.8,1068.8,31,-25.08,4.45,10.3,0.098,0,0.1,0,1.24,1.38,6165,2.4682,0.184,,,,19.4986,38.5149,-32.8,7.5097,3,0,1.152,2.689,-2.37,-0.12,0.04,0.3,0.24,0,0
Hot,Neptunian,water-gas,metals-rich,non-habitable,14.31,2.9,0.59,1.7,2.22,24.52877,24.52877,24.52878,567,567,567,610.1,610.1,610.1,8.4,-22.99,5.51,31.88,0.1941,0,0.19,0,0.96,0.95,5812,0.923931,0.012,,,,19.5711,39.0364,-30.2,2.6088,3,0,0.72,1.695,-2.08,1.03,0.07,0.3,0.26,0,0
Hot,Neptunian,rocky-water,metals-rich,non-habitable,13.99,2.8,0.64,1.78,2.24,13.96431,13.96431,13.96431,492.5,492.5,492.5,535.9,535.9,535.9,8.9,-22.3,5.32,48.65,0.2572,0,0.26,0,0.96,0.95,5812,0.923931,0.012,,,,19.5711,39.0364,-29.6,1.9683,3,0,0.72,1.695,-1.95,0.9,0.22,0.32,0.3,0,0
Hot,Jovian,rocky-iron,hydrogen-rich,non-habitable,89.02,2.92,3.56,10.42,5.52,200.4282,200.4282,200.4283,958.6,958.6,958.6,1017.2,1017.2,1017.2,317.3,-25.3,5.56,17.32,0.1388,0,0.14,0,1.19,1.65,6306,3.862545,-0.315,,13.4,,19.1056,39.0772,-32.5,6.3373,2,0,1.428,3.326,-2.36,-0.26,1.72,0.25,0.22,0,0
Hot,Jovian,rocky-water,hydrogen-rich,non-habitable,66.77,3.36,1.76,5.91,4.46,84.85925,84.85926,84.85928,773.2,773.2,773.2,827.7,827.7,827.7,117.5,-24.66,6.39,33.01,0.2133,0,0.21,0,1.19,1.65,6306,3.862545,-0.315,,13.4,,19.1056,39.0772,-31.6,4.1224,2,0,1.428,3.326,-2.28,0.37,1.37,0.27,0.21,0,0
Hot,Jovian,water-gas,metals-rich,non-habitable,54.37,4.31,0.68,2.92,3.55,49.85012,49.85013,49.85014,677,677,677,726.4,726.4,726.4,36.9,-24.63,8.2,35.74,0.232,0,0.23,0,1.23,1.27,6562,2.683133,-0.57,,13.7,,19.1594,42.195,-31,2.9176,3,0,1.173,2.72,-2.22,1.63,0.91,0.26,0.19,0,0
Hot,Neptunian,rocky-water,hydrogen-rich,non-habitable,41.33,3.1,1.38,4.29,3.65,28.41669,28.4167,28.41671,588.2,588.2,588.2,639.5,639.5,639.5,57.2,-23.3,5.9,54.41,0.3073,0,0.31,0,1.23,1.27,6562,2.683133,-0.57,,13.7,,19.1594,42.195,-30.4,2.2027,3,0,1.173,2.72,-2.12,0.37,1.18,0.29,0.25,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.05,1.44,1.01,1.46,1.45,755.488,755.488,755.4882,1335.7,1335.7,1335.7,1374.5,1374.5,1374.5,3.1,-25.21,2.75,2.14,0.032,0,0.03,0,0.91,0.89,5744,0.77362,-0.169,,,,19.426,42.1806,-34,14.8634,2,0,0.661,1.56,-2.4,-0.16,-0.96,0.28,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.4,2,1.29,2.59,2.28,246.69,246.69,246.69,1009.7,1009.7,1009.7,1054.8,1054.8,1054.8,13.4,-24.7,3.81,4.81,0.056,0,0.06,0,0.91,0.89,5744,0.77362,-0.169,,,,19.426,42.1806,-32.7,8.4773,2,0,0.661,1.56,-2.35,-0.13,-0.34,0.3,0.26,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.89,1.01,0.87,0.88,0.94,162.2677,162.2677,162.2677,909.3,909.3,909.3,942.2,942.2,942.2,0.8,-22.74,1.92,9.22,0.082,0,0.08,0,1.09,1.01,5876,1.091088,-0.374,,15.2,,17.9786,44.7975,-32.3,6.5676,4,0,0.779,1.831,-2.33,-0.17,-1.13,0.28,0.3,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.59,1.2,0.93,1.11,1.15,97.10641,97.10641,97.10644,799.8,799.8,799.8,835.4,835.4,835.4,1.5,-22.56,2.28,13.64,0.106,0,0.11,0,1.09,1.01,5876,1.091088,-0.374,,15.2,,17.9786,44.7975,-31.7,5.0794,4,0,0.779,1.831,-2.28,-0.17,-0.94,0.29,0.3,0,0
Hot,Jovian,rocky-iron,hydrogen-rich,non-habitable,64.86,2.46,4.34,10.68,5.13,37.19466,37.19466,37.19466,629.2,629.2,629.2,687.3,687.3,687.3,281.2,-23.09,4.68,24.81,0.1713,0,0.17,0,1.09,1.01,5876,1.091088,-0.374,,15.2,,17.9786,44.7975,-30.7,3.143,4,0,0.779,1.831,-2.16,-0.64,2.22,0.24,0.27,0,0
Hot,Jovian,rocky-water,hydrogen-rich,non-habitable,61.04,3.1,2.04,6.34,4.44,17.14235,17.14236,17.14236,518.4,518.4,518.4,573.1,573.1,573.1,124.8,-22.74,5.9,44.35,0.2523,0,0.25,0,1.09,1.01,5876,1.091088,-0.374,,15.2,,17.9786,44.7975,-29.8,2.1336,4,0,0.779,1.831,-2,0.12,2.04,0.26,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,13.26,2.13,1.38,2.93,2.5,15.53704,15.53704,15.53704,505.8,505.8,505.8,552.2,552.2,552.2,18.2,-21.81,4.04,11.01,0.082,0,0.08,0,0.61,0.57,4351,0.104471,-0.26,,,534,19.5742,47.839,-29.7,3.7051,2,1,0.26,0.646,-1.92,-0.13,0.42,0.34,0.33,0,0
Warm,Superterran,rocky-iron,metals-rich,mesoplanet,7.04,1.81,1.18,2.14,1.97,0.898436,0.8984361,0.8984361,248,248,248,291.1,291.1,291.1,8.3,-18.36,3.45,92.74,0.341,0,0.34,0,0.62,0.57,4351,0.104471,-0.26,,,534,19.5742,47.839,-26.6,0.8908,2,1,0.26,0.646,-0.58,-0.14,0.69,0.52,0.79,0,1
Hot,Superterran,rocky-iron,metals-rich,non-habitable,16.46,2.24,1.46,3.28,2.71,54.09936,54.09937,54.09938,690.9,690.9,690.9,738.6,738.6,738.6,24.1,-23.29,4.26,12.7,0.104,0,0.1,0,0.93,0.81,5615,0.585139,-0.145,,,,19.5431,47.7296,-31.1,4.1515,2,0,0.58,1.372,-2.2,-0.12,0.26,0.31,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.37,1.34,0.97,1.31,1.33,389.3722,389.3723,389.3723,1131.7,1131.7,1131.7,1169.3,1169.3,1169.3,2.3,-24.33,2.55,2.63,0.036,0,0.04,0,0.85,0.81,5411,0.504626,-0.063,,,,19.4261,48.0656,-33.2,12.0126,2,0,0.545,1.297,-2.35,-0.16,-0.97,0.28,0.29,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.27,1.12,0.9,1.01,1.06,123.1998,123.1998,123.1998,848.8,848.8,848.8,883.4,883.4,883.4,1.1,-22.67,2.13,6.19,0.064,0,0.06,0,0.85,0.81,5411,0.504626,-0.063,,,,19.4261,48.0656,-32,6.7486,2,0,0.545,1.297,-2.28,-0.17,-1.02,0.29,0.3,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.81,1.24,0.94,1.17,1.21,882.462,882.462,882.4621,1388.6,1388.6,1388.6,1424.8,1424.8,1424.8,1.7,-25.05,2.36,1.8,0.027,0,0.03,0,0.81,0.86,5580,0.643315,-0.165,,,,19.3784,48.2943,-34.1,17.0371,4,0,0.609,1.443,-2.4,-0.16,-1.1,0.27,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.51,1.37,0.98,1.34,1.35,364.6909,364.6909,364.691,1113.3,1113.3,1113.3,1151.2,1151.2,1151.2,2.5,-24.29,2.6,3.47,0.042,0,0.04,0,0.82,0.86,5580,0.643315,-0.165,,,,19.3784,48.2943,-33.2,10.9286,4,0,0.609,1.443,-2.36,-0.16,-0.94,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.3,1.33,0.97,1.29,1.31,172.8876,172.8876,172.8876,923.8,923.8,923.8,961.3,961.3,961.3,2.2,-23.42,2.53,5.91,0.061,0,0.06,0,0.87,0.86,5580,0.643315,-0.165,,,,19.3784,48.2943,-32.4,7.5186,4,0,0.609,1.443,-2.31,-0.16,-0.89,0.29,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.4,1.77,1.16,2.05,1.9,20.76817,20.76817,20.76817,543.9,543.9,543.9,586.4,586.4,586.4,7.4,-21.73,3.36,29.22,0.176,0,0.18,0,0.85,0.86,5580,0.643315,-0.165,,,,19.3784,48.2943,-30,2.6042,4,0,0.609,1.443,-2.04,-0.14,-0.15,0.33,0.33,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,19.52,2.33,1.54,3.6,2.89,51.44419,51.4442,51.44422,682.3,682.3,682.3,730.9,730.9,730.9,30.1,-23.32,4.43,20.34,0.145,0,0.14,0,0.98,1.03,5806,1.081614,-0.077,,,,19.3952,48.4436,-31,3.7862,2,0,0.779,1.834,-2.2,-0.12,0.41,0.31,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.14,1.67,1.11,1.85,1.76,309.4682,309.4682,309.4682,1068.6,1068.6,1068.6,1110,1110,1110,5.7,-24.55,3.17,6.1,0.065,0,0.07,0,0.89,1.09,5918,1.307503,-0.219,,,,19.2611,39.5947,-33,8.9457,3,0,0.851,1.998,-2.37,-0.15,-0.69,0.29,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,23.62,2.43,1.65,4,3.12,33.21641,33.21642,33.21642,611.6,611.6,611.6,661.3,661.3,661.3,38.9,-22.93,4.62,34.54,0.212,0,0.21,0,1.24,1.16,5930,1.492879,-0.077,,,,19.831,42.8829,-30.6,2.9163,2,0,0.909,2.132,-2.14,-0.11,0.71,0.31,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,16.81,2.25,1.47,3.32,2.73,28.49604,28.49604,28.49605,588.6,588.6,588.6,636.4,636.4,636.4,24.8,-22.6,4.28,14.59,0.11,0,0.11,0,0.83,0.74,5147,0.344802,-0.061,,,,19.094,42.6816,-30.4,3.5857,2,0,0.457,1.098,-2.08,-0.12,0.45,0.32,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,14.15,2.16,1.4,3.03,2.56,548.3759,548.3759,548.376,1232.9,1232.9,1232.9,1279.6,1279.6,1279.6,19.8,-25.74,4.11,3.55,0.047,0,0.05,0,1.03,1.02,6002,1.211362,0.07,,,,19.1944,42.4373,-33.6,11.5851,2,0,0.815,1.909,-2.4,-0.13,-0.32,0.29,0.25,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.1,1.88,1.22,2.29,2.08,286.7129,286.713,286.713,1048.4,1048.4,1048.4,1092.1,1092.1,1092.1,9.9,-24.73,3.58,5.7,0.065,0,0.07,0,1.03,1.02,6002,1.211362,0.07,,,,19.1944,42.4373,-32.9,8.3701,2,0,0.815,1.909,-2.37,-0.14,-0.49,0.29,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.23,1.32,0.97,1.28,1.3,397.8191,397.8191,397.8192,1137.8,1137.8,1137.8,1175.1,1175.1,1175.1,2.2,-24.31,2.51,2.58,0.035,0,0.04,0,0.88,0.83,5299,0.487328,0.077,,,,19.7177,42.4243,-33.3,12.6635,5,0,0.539,1.288,-2.34,-0.16,-0.98,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.22,1.47,1.02,1.5,1.48,240.656,240.656,240.6561,1003.4,1003.4,1003.4,1042.5,1042.5,1042.5,3.3,-23.99,2.79,3.72,0.045,0,0.04,0,0.88,0.83,5299,0.487328,0.077,,,,19.7177,42.4243,-32.7,9.8414,5,0,0.539,1.288,-2.32,-0.16,-0.82,0.29,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,16.11,2.23,1.45,3.24,2.69,105.3911,105.3911,105.3911,816.3,816.3,816.3,863.8,863.8,863.8,23.4,-24,4.24,7.06,0.068,0,0.07,0,0.88,0.83,5299,0.487328,0.077,,,,19.7177,42.4243,-31.8,6.5082,5,0,0.539,1.288,-2.26,-0.12,0.09,0.31,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,20.36,2.35,1.57,3.68,2.94,24.51227,24.51227,24.51227,566.9,566.9,566.9,615.7,615.7,615.7,31.9,-22.53,4.47,20.83,0.141,0,0.14,0,0.88,0.83,5299,0.487328,0.077,,,,19.7177,42.4243,-30.2,3.1374,5,0,0.539,1.288,-2.06,-0.12,0.66,0.32,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.4,1.77,1.16,2.05,1.9,457.1841,457.1841,457.1842,1178.1,1178.1,1178.1,1220.6,1220.6,1220.6,7.4,-25.1,3.36,3.7,0.048,0,0.05,0,1.08,0.98,5913,1.053352,-0.001,,,,19.1595,46.0593,-33.4,10.8968,2,0,0.764,1.794,-2.39,-0.14,-0.66,0.29,0.27,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.7,1.22,0.93,1.14,1.18,73.07803,73.07804,73.07806,744.9,744.9,744.9,780.9,780.9,780.9,1.6,-22.29,2.32,12.65,0.099,0,0.1,0,0.81,0.9,5603,0.716238,-0.332,,,,19.0231,45.3678,-31.4,4.8461,3,0,0.642,1.519,-2.24,-0.17,-0.89,0.29,0.31,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.45,1.16,0.92,1.07,1.11,35.52061,35.52062,35.52063,622,622,622,657.2,657.2,657.2,1.3,-21.4,2.21,21.53,0.142,0,0.14,0,0.82,0.9,5603,0.716238,-0.332,,,,19.0231,45.3678,-30.6,3.3781,3,0,0.642,1.519,-2.14,-0.17,-0.87,0.3,0.33,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.44,1.36,0.98,1.33,1.34,19.42919,19.4292,19.4292,534.9,534.9,534.9,572.6,572.6,572.6,2.4,-21.07,2.58,33.88,0.192,0,0.19,0,0.82,0.9,5603,0.716238,-0.332,,,,19.0231,45.3678,-30,2.4982,3,0,0.642,1.519,-2.02,-0.16,-0.61,0.32,0.35,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.71,0.94,0.85,0.8,0.87,60.29533,60.29533,60.29533,709.9,709.9,709.9,741.8,741.8,741.8,0.6,-21.51,1.79,3.62,0.039,0,0.04,0,0.6,0.56,4249,0.091709,0.168,,,519,19.1027,49.4373,-31.2,7.6578,5,1,0.244,0.61,-2.12,-0.18,-1.1,0.29,0.32,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,13.85,2.15,1.39,2.99,2.54,31.45034,31.45034,31.45034,603.3,603.3,603.3,650,650,650,19.3,-22.61,4.09,5.84,0.054,0,0.05,0,0.62,0.56,4249,0.091709,0.168,,,519,19.1027,49.4373,-30.5,5.5287,5,1,0.244,0.61,-2.04,-0.13,0.27,0.33,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,17.55,2.27,1.49,3.39,2.78,6.161595,6.161595,6.161596,401.4,401.4,401.4,449.4,449.4,449.4,26.2,-20.95,4.32,19.85,0.122,0,0.12,0,0.62,0.56,4249,0.091709,0.168,,,519,19.1027,49.4373,-28.7,2.4464,5,1,0.244,0.61,-1.67,-0.12,0.95,0.34,0.42,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.1,1.75,1.14,2,1.87,3.029105,3.029105,3.029105,336.1,336.1,336.1,378.4,378.4,378.4,7,-19.6,3.32,34.14,0.174,0,0.17,0,0.6,0.56,4249,0.091709,0.168,,,519,19.1027,49.4373,-27.9,1.7152,5,1,0.244,0.61,-1.38,-0.14,0.24,0.41,0.6,0,0
Warm,Superterran,rocky-iron,metals-rich,mesoplanet,6.72,1.79,1.17,2.09,1.94,1.325871,1.325871,1.325871,273.4,273.4,273.4,316.2,316.2,316.2,7.8,-18.75,3.41,63.34,0.263,0,0.26,0,0.61,0.56,4249,0.091709,0.168,,,519,19.1027,49.4373,-27,1.1347,5,1,0.244,0.61,-0.9,-0.14,0.53,0.49,0.78,0,1
Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.51,1.96,1.26,2.47,2.2,18.74354,18.74354,18.74355,530.1,530.1,530.1,574.7,574.7,574.7,12,-21.84,3.73,10.48,0.08,0,0.08,0,0.65,0.58,4465,0.119959,-0.121,,,474,18.8693,48.8254,-29.9,3.8644,3,1,0.277,0.686,-1.96,-0.14,0.12,0.34,0.32,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.88,1.93,1.24,2.39,2.15,6.485654,6.485655,6.485656,406.6,406.6,406.6,450.8,450.8,450.8,11,-20.64,3.66,22.93,0.136,0,0.14,0,0.65,0.58,4465,0.119959,-0.121,,,474,18.8693,48.8254,-28.8,2.2729,3,1,0.277,0.686,-1.69,-0.14,0.33,0.37,0.44,0,0
Warm,Superterran,rocky-iron,hydrogen-rich,mesoplanet,26.81,2.5,1.72,4.3,3.28,1.289531,1.289531,1.289532,271.5,271.5,271.5,321.9,321.9,321.9,46.1,-19.45,4.75,77.47,0.305,0,0.3,0,0.65,0.58,4465,0.119959,-0.121,,,474,18.8693,48.8254,-27,1.0134,3,1,0.277,0.686,-0.86,-0.11,2.11,0.3,0.68,0,1
Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,2.23,1.32,0.97,1.28,1.3,592.1912,592.1912,592.1913,1256.8,1256.8,1256.8,1294.1,1294.1,1294.1,2.2,-24.75,2.51,2.93,0.04,0,0.04,0,0.97,1.03,5617,0.947506,-0.052,,,,18.8805,48.5805,-33.7,13.7556,4,0,0.738,1.745,-2.38,-0.16,-1.02,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.73,1.86,1.2,2.24,2.04,68.04839,68.0484,68.04841,731.7,731.7,731.7,775.3,775.3,775.3,9.3,-23.13,3.53,15.05,0.118,0,0.12,0,0.97,1.03,5617,0.947506,-0.052,,,,18.8805,48.5805,-31.3,4.653,4,0,0.738,1.745,-2.23,-0.14,-0.27,0.31,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.92,1.87,1.21,2.26,2.06,19.57657,19.57657,19.57657,535.9,535.9,535.9,579.6,579.6,579.6,9.6,-21.78,3.56,38.29,0.22,0,0.22,0,0.97,1.03,5617,0.947506,-0.052,,,,18.8805,48.5805,-30,2.4952,4,0,0.738,1.745,-2.03,-0.14,-0.01,0.33,0.33,0,0
